filepath,label,class_name
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (888).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (140).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (859).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (382).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (254).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1490).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (71).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1394).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (364).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (884).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (827).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (28).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (190).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (132).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (675).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (461).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (180).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1107).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (175).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1475).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1364).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (917).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (966).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (103).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (90).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (24).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (436).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (998).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (432).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (205).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (768).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (325).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (247).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (396).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (918).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (66).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1117).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1085).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (80).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1073).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1280).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (683).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1060).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (36).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (392).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (65).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1213).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (307).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (84).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1141).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (383).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1315).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (143).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (444).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (207).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (274).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1099).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (246).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (978).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (41).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (542).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (194).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (349).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (365).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (141).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (90).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (452).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1053).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (500).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (339).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (182).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (951).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (220).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (427).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (973).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1373).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1272).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (336).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (16).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (813).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (982).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (343).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (316).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (940).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (809).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (61).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (162).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1393).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (100).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (433).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (455).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (216).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (6).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (691).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (528).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (423).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (115).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (351).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (39).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (49).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (769).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1044).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (793).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (211).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (927).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1199).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (840).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (198).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1449).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (265).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (204).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (69).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (252).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (688).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (310).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1184).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (905).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (239).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (848).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (577).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1285).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (185).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (222).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (121).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (418).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (527).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1277).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (404).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (671).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1320).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (42).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1422).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (825).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (42).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1389).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (761).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (818).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (332).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (922).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (469).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (156).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (930).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (713).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1193).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (14).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (60).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (282).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1091).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (707).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (352).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (299).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (9).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (119).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (259).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (529).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (740).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1129).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (491).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (446).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (619).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Valid (206).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (698).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (786).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (479).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (1145).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (782).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (714).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster (837).jpeg,0,Aster
/mnt/c/Users/gayrobin/Documents/robingit/img-class-data-aug-comp/data/Aster/Aster-Test (77).jpeg,0,Aster
